OrderID,PaymentID,Cash,Transfer,PaymentDate
ORD065687,PAYM905202,no,yes,2023-09-19
ORD046946,PAYM580302,yes,no,2023-08-17
ORD062098,PAYM882458,yes,no,2023-11-27
ORD029573,PAYM164089,yes,no,2023-10-16
ORD080402,PAYM990860,yes,no,2023-12-20
ORD020669,PAYM697639,no,yes,2023-08-05
ORD034144,PAYM982328,no,yes,2023-12-13
ORD004897,PAYM330620,no,yes,2023-02-14
ORD030037,PAYM473659,yes,no,2023-09-04
ORD004247,PAYM612929,yes,no,2023-03-21
ORD025748,PAYM745449,no,yes,2023-02-28
ORD025052,PAYM830670,no,yes,2023-05-17
ORD045899,PAYM614852,yes,no,2023-03-16
ORD050765,PAYM236872,yes,no,2023-04-08
ORD047430,PAYM337167,yes,no,2023-12-26
ORD046909,PAYM628987,yes,no,2023-02-23
ORD072390,PAYM736796,no,yes,2023-06-26
ORD057999,PAYM992447,no,yes,2023-11-13
ORD028256,PAYM540210,yes,no,2023-03-01
ORD014859,PAYM321300,no,yes,2023-05-14
ORD032863,PAYM180528,yes,no,2023-11-29
ORD040989,PAYM711437,no,yes,2023-06-25
ORD067561,PAYM517315,no,yes,2023-11-27
ORD053488,PAYM970023,yes,no,2023-04-09
ORD001228,PAYM750957,yes,no,2023-11-25
ORD073567,PAYM593714,no,yes,2023-01-15
ORD011447,PAYM823196,no,yes,2023-09-23
ORD001124,PAYM125619,yes,no,2023-06-24
ORD001445,PAYM668381,no,yes,2023-09-21
ORD053864,PAYM554379,no,yes,2023-02-16
ORD013502,PAYM720168,no,yes,2023-11-02
ORD034881,PAYM760748,yes,no,2023-01-28
ORD067711,PAYM268106,no,yes,2023-08-27
ORD004456,PAYM254318,no,yes,2023-02-23
ORD070461,PAYM148861,no,yes,2023-10-06
ORD032625,PAYM115078,no,yes,2023-09-13
ORD080005,PAYM689515,yes,no,2023-06-10
ORD013629,PAYM911770,no,yes,2023-07-09
ORD072931,PAYM768332,yes,no,2023-05-22
ORD078087,PAYM396226,no,yes,2023-04-21
ORD031272,PAYM133854,yes,no,2023-08-14
ORD038182,PAYM929588,no,yes,2023-07-22
ORD083079,PAYM885200,no,yes,2023-10-09
ORD066797,PAYM592191,yes,no,2023-01-31
ORD013178,PAYM961740,yes,no,2023-09-08
ORD062318,PAYM136589,yes,no,2023-04-26
ORD071874,PAYM752117,no,yes,2023-07-27
ORD051533,PAYM189699,no,yes,2023-07-06
ORD066236,PAYM196524,no,yes,2023-04-22
ORD079691,PAYM322193,yes,no,2023-06-05
ORD025006,PAYM943053,yes,no,2023-07-17
ORD076357,PAYM903852,yes,no,2023-05-30
ORD056300,PAYM696825,no,yes,2023-08-14
ORD026002,PAYM622861,yes,no,2023-11-01
ORD004107,PAYM113036,no,yes,2023-01-26
ORD011568,PAYM140404,yes,no,2023-02-11
ORD035141,PAYM240404,yes,no,2023-01-23
ORD070084,PAYM724472,yes,no,2023-02-25
ORD021668,PAYM301433,no,yes,2023-12-01
ORD007490,PAYM161839,no,yes,2023-06-24
ORD047053,PAYM930029,no,yes,2023-07-14
ORD074577,PAYM737958,yes,no,2023-06-11
ORD070605,PAYM627958,yes,no,2023-05-08
ORD063468,PAYM482979,no,yes,2023-06-25
ORD077862,PAYM323666,yes,no,2023-08-19
ORD038362,PAYM747203,yes,no,2023-04-25
ORD040348,PAYM512351,no,yes,2023-06-03
ORD071591,PAYM817229,yes,no,2023-03-16
ORD025505,PAYM773138,no,yes,2023-07-19
ORD009852,PAYM847776,yes,no,2023-08-05
ORD029431,PAYM389525,yes,no,2023-08-28
ORD076256,PAYM612790,no,yes,2023-03-19
ORD065779,PAYM595453,no,yes,2023-04-20
ORD006772,PAYM744109,no,yes,2023-03-16
ORD072158,PAYM531526,no,yes,2023-09-04
ORD000698,PAYM274038,no,yes,2023-03-11
ORD034362,PAYM957943,no,yes,2023-01-22
ORD039547,PAYM995539,yes,no,2023-01-05
ORD006648,PAYM146480,yes,no,2023-05-08
ORD005143,PAYM128792,no,yes,2023-04-30
ORD010642,PAYM412300,yes,no,2023-02-05
ORD013609,PAYM219905,yes,no,2023-07-02
ORD064381,PAYM746475,no,yes,2023-11-10
ORD049567,PAYM655490,yes,no,2023-05-10
ORD055569,PAYM113562,no,yes,2023-02-24
ORD062992,PAYM771583,no,yes,2023-11-12
ORD061735,PAYM963307,no,yes,2023-08-27
ORD038588,PAYM379999,no,yes,2023-06-09
ORD024893,PAYM129266,no,yes,2023-02-17
ORD079674,PAYM179704,no,yes,2023-08-16
ORD015323,PAYM669845,no,yes,2023-01-22
ORD069095,PAYM891755,yes,no,2023-12-15
ORD039041,PAYM889105,no,yes,2023-03-27
ORD028400,PAYM317329,no,yes,2023-05-15
ORD027366,PAYM714989,yes,no,2023-04-28
ORD016101,PAYM160458,yes,no,2023-07-10
ORD022764,PAYM852488,yes,no,2023-09-13
ORD003016,PAYM809938,yes,no,2023-07-23
ORD079815,PAYM638758,yes,no,2023-12-22
ORD011813,PAYM566048,no,yes,2023-08-24
ORD042915,PAYM246488,yes,no,2023-01-31
ORD020697,PAYM771206,no,yes,2023-01-21
ORD056791,PAYM882208,no,yes,2023-01-04
ORD000200,PAYM574968,yes,no,2023-09-13
ORD045068,PAYM736213,no,yes,2023-03-12
ORD061117,PAYM124968,yes,no,2023-12-05
ORD037266,PAYM543434,no,yes,2023-05-26
ORD075063,PAYM757656,yes,no,2023-09-24
ORD028060,PAYM794103,yes,no,2023-04-10
ORD071869,PAYM386502,yes,no,2023-05-19
ORD001639,PAYM185713,no,yes,2023-08-13
ORD077107,PAYM535988,no,yes,2023-02-08
ORD047953,PAYM117887,no,yes,2023-05-21
ORD044658,PAYM268854,no,yes,2023-06-10
ORD078940,PAYM947449,no,yes,2023-12-01
ORD060666,PAYM384779,yes,no,2023-07-21
ORD031011,PAYM976214,yes,no,2023-06-09
ORD069905,PAYM372112,yes,no,2023-08-11
ORD066815,PAYM813396,no,yes,2023-11-25
ORD000487,PAYM790084,no,yes,2023-10-11
ORD008300,PAYM227339,yes,no,2023-09-10
ORD037746,PAYM794994,no,yes,2023-09-23
ORD036492,PAYM173508,no,yes,2023-09-25
ORD080047,PAYM404858,yes,no,2023-12-20
ORD023620,PAYM424593,yes,no,2023-06-24
ORD044135,PAYM714542,yes,no,2023-01-19
ORD051431,PAYM571984,no,yes,2023-01-11
ORD057146,PAYM692131,no,yes,2023-05-07
ORD064870,PAYM819533,no,yes,2023-02-28
ORD000472,PAYM684328,no,yes,2023-09-21
ORD019354,PAYM350640,no,yes,2023-08-29
ORD055531,PAYM320557,no,yes,2023-02-23
ORD052521,PAYM761534,no,yes,2023-10-22
ORD029784,PAYM900183,no,yes,2023-11-30
ORD007954,PAYM257269,yes,no,2023-11-22
ORD026906,PAYM950606,no,yes,2023-05-24
ORD080613,PAYM914879,yes,no,2023-08-15
ORD060706,PAYM528398,yes,no,2023-08-27
ORD069494,PAYM586579,yes,no,2023-07-25
ORD032523,PAYM485634,yes,no,2023-06-13
ORD035694,PAYM379910,yes,no,2023-07-06
ORD070391,PAYM322120,yes,no,2023-10-03
ORD070148,PAYM492167,no,yes,2023-03-25
ORD071968,PAYM845067,yes,no,2023-02-12
ORD021232,PAYM279037,no,yes,2023-11-11
ORD044878,PAYM668062,yes,no,2023-08-06
ORD055712,PAYM498641,yes,no,2023-10-07
ORD032097,PAYM659153,no,yes,2023-09-20
ORD006896,PAYM152517,no,yes,2023-08-03
ORD022854,PAYM970440,yes,no,2023-03-29
ORD003282,PAYM421787,yes,no,2023-12-08
ORD020206,PAYM563947,no,yes,2023-04-19
ORD072717,PAYM467076,no,yes,2023-01-30
ORD065732,PAYM489527,no,yes,2023-08-27
ORD031840,PAYM426718,no,yes,2023-11-27
ORD023005,PAYM195712,no,yes,2023-05-07
ORD059257,PAYM574525,yes,no,2023-03-02
ORD077698,PAYM487101,no,yes,2023-07-24
ORD014581,PAYM935080,no,yes,2023-08-06
ORD011554,PAYM596861,no,yes,2023-10-13
ORD023983,PAYM990457,yes,no,2023-09-02
ORD064312,PAYM406766,yes,no,2023-12-30
ORD008370,PAYM984513,yes,no,2023-07-01
ORD022044,PAYM379543,no,yes,2023-06-15
ORD073305,PAYM691117,yes,no,2023-08-13
ORD067464,PAYM210445,no,yes,2023-10-03
ORD055061,PAYM736694,no,yes,2023-05-17
ORD010303,PAYM835456,no,yes,2023-02-15
ORD073412,PAYM583744,no,yes,2023-07-12
ORD023465,PAYM529523,yes,no,2023-11-10
ORD037260,PAYM746864,no,yes,2023-02-11
ORD013992,PAYM931185,no,yes,2023-08-27
ORD038424,PAYM234376,no,yes,2023-07-21
ORD015254,PAYM478026,no,yes,2023-10-06
ORD015825,PAYM974363,yes,no,2023-02-16
ORD000970,PAYM396239,no,yes,2023-07-02
ORD070370,PAYM727974,yes,no,2023-09-08
ORD024453,PAYM511944,yes,no,2023-09-03
ORD026241,PAYM255085,no,yes,2023-05-27
ORD053293,PAYM952599,yes,no,2023-08-05
ORD083010,PAYM933646,yes,no,2023-12-11
ORD049758,PAYM816502,no,yes,2023-11-16
ORD009650,PAYM129538,yes,no,2023-06-06
ORD079662,PAYM210919,yes,no,2023-07-09
ORD052657,PAYM486997,yes,no,2023-05-08
ORD002336,PAYM705820,no,yes,2023-03-13
ORD039622,PAYM937231,no,yes,2023-10-16
ORD036653,PAYM986255,no,yes,2023-05-03
ORD066805,PAYM219641,yes,no,2023-03-20
ORD031829,PAYM352667,yes,no,2023-10-01
ORD020193,PAYM122801,yes,no,2023-11-24
ORD068841,PAYM741211,no,yes,2023-01-14
ORD068208,PAYM208589,yes,no,2023-07-03
ORD045769,PAYM847716,yes,no,2023-05-07
ORD038758,PAYM421421,no,yes,2023-06-21
ORD080543,PAYM405104,no,yes,2023-04-29
ORD068781,PAYM417112,no,yes,2023-01-20
ORD049930,PAYM579824,yes,no,2023-05-17
ORD029134,PAYM652471,no,yes,2023-08-31
ORD037068,PAYM720694,no,yes,2023-03-07
ORD031490,PAYM106063,no,yes,2023-03-15
ORD042029,PAYM271711,yes,no,2023-04-03
ORD004521,PAYM644547,no,yes,2023-02-09
ORD082461,PAYM368329,yes,no,2023-03-19
ORD010448,PAYM260206,no,yes,2023-06-13
ORD039603,PAYM654260,yes,no,2023-01-03
ORD014438,PAYM955878,yes,no,2023-03-07
ORD015678,PAYM602044,no,yes,2023-09-24
ORD065163,PAYM394443,yes,no,2023-08-13
ORD031229,PAYM408384,yes,no,2023-05-08
ORD067239,PAYM207638,no,yes,2023-07-17
ORD014176,PAYM584771,yes,no,2023-10-26
ORD052125,PAYM927644,no,yes,2023-02-05
ORD031917,PAYM131661,yes,no,2023-12-28
ORD060067,PAYM926221,yes,no,2023-10-26
ORD003139,PAYM614570,no,yes,2023-08-28
ORD063098,PAYM463170,no,yes,2023-07-20
ORD007879,PAYM807161,yes,no,2023-12-03
ORD046450,PAYM610836,no,yes,2023-08-02
ORD050304,PAYM511498,no,yes,2023-10-19
ORD073387,PAYM684117,yes,no,2023-11-15
ORD072222,PAYM474590,yes,no,2023-02-19
ORD066251,PAYM172038,no,yes,2023-07-31
ORD063227,PAYM304435,yes,no,2023-07-21
ORD018426,PAYM379827,no,yes,2023-06-24
ORD001673,PAYM953132,yes,no,2023-06-04
ORD013874,PAYM782679,no,yes,2023-12-11
ORD073475,PAYM166215,no,yes,2023-04-19
ORD000068,PAYM754875,yes,no,2023-07-10
ORD029002,PAYM738296,yes,no,2023-08-14
ORD036693,PAYM318804,no,yes,2023-06-23
ORD070212,PAYM146405,yes,no,2023-01-04
ORD051599,PAYM527379,no,yes,2023-10-22
ORD015067,PAYM715466,yes,no,2023-03-07
ORD010188,PAYM601432,yes,no,2023-03-06
ORD052705,PAYM829326,yes,no,2023-01-09
ORD040256,PAYM703793,yes,no,2023-06-05
ORD029123,PAYM532265,yes,no,2023-09-17
ORD078539,PAYM322264,yes,no,2023-02-06
ORD004877,PAYM401109,yes,no,2023-11-20
ORD046313,PAYM608119,yes,no,2023-06-16
ORD066267,PAYM809285,yes,no,2023-02-04
ORD076930,PAYM696472,no,yes,2023-11-27
ORD075438,PAYM659315,no,yes,2023-05-25
ORD027154,PAYM510176,no,yes,2023-05-31
ORD055492,PAYM198933,yes,no,2023-05-14
ORD059826,PAYM345429,no,yes,2023-08-18
ORD029394,PAYM359540,no,yes,2023-11-05
ORD008609,PAYM661926,yes,no,2023-04-06
ORD049473,PAYM692683,yes,no,2024-01-03
ORD057071,PAYM263903,yes,no,2023-07-26
ORD073172,PAYM726243,no,yes,2023-02-06
ORD052416,PAYM129640,no,yes,2023-10-31
ORD050476,PAYM334446,no,yes,2023-01-20
ORD014896,PAYM200557,no,yes,2023-03-19
ORD083330,PAYM171623,yes,no,2023-08-14
ORD076399,PAYM419426,no,yes,2023-09-11
ORD050985,PAYM661065,yes,no,2023-06-25
ORD006814,PAYM872144,yes,no,2023-04-15
ORD026512,PAYM260027,no,yes,2023-02-20
ORD027574,PAYM749492,no,yes,2023-07-23
ORD020123,PAYM790505,no,yes,2023-02-02
ORD063084,PAYM250938,yes,no,2023-06-26
ORD030149,PAYM409549,no,yes,2023-03-23
ORD030097,PAYM129451,yes,no,2023-11-23
ORD083083,PAYM732243,no,yes,2023-02-18
ORD019357,PAYM520866,no,yes,2023-01-11
ORD070890,PAYM825315,no,yes,2023-08-24
ORD018554,PAYM503315,no,yes,2023-01-14
ORD014538,PAYM698233,no,yes,2023-05-24
ORD018216,PAYM203185,no,yes,2023-02-08
ORD007204,PAYM347778,no,yes,2023-10-08
ORD026483,PAYM604680,no,yes,2023-06-22
ORD044750,PAYM552713,no,yes,2023-01-31
ORD015328,PAYM627535,yes,no,2023-05-14
ORD073459,PAYM125222,no,yes,2023-01-05
ORD073332,PAYM169576,yes,no,2023-04-13
ORD002044,PAYM158903,yes,no,2023-01-23
ORD030662,PAYM579022,no,yes,2023-06-24
ORD070202,PAYM110429,yes,no,2023-02-12
ORD005294,PAYM101746,yes,no,2023-06-30
ORD003272,PAYM916477,no,yes,2023-11-08
ORD023076,PAYM815922,no,yes,2023-10-17
ORD043804,PAYM616395,no,yes,2023-07-11
ORD056093,PAYM952193,no,yes,2023-03-27
ORD028510,PAYM246483,no,yes,2023-11-27
ORD018765,PAYM761370,no,yes,2023-08-30
ORD067395,PAYM761001,no,yes,2023-12-06
ORD080818,PAYM459358,no,yes,2023-05-26
ORD007295,PAYM635002,no,yes,2023-11-10
ORD063684,PAYM154674,yes,no,2023-08-12
ORD018004,PAYM886874,yes,no,2023-05-05
ORD047331,PAYM837162,no,yes,2023-05-03
ORD030826,PAYM670991,yes,no,2023-11-17
ORD078079,PAYM598250,no,yes,2023-11-20
ORD036190,PAYM418524,no,yes,2023-09-04
ORD056657,PAYM358637,no,yes,2023-08-28
ORD022114,PAYM980923,yes,no,2023-01-23
ORD035603,PAYM450188,no,yes,2023-12-01
ORD015414,PAYM793830,yes,no,2023-12-16
ORD016601,PAYM596518,yes,no,2023-01-24
ORD012419,PAYM818914,no,yes,2023-06-03
ORD082453,PAYM594012,yes,no,2023-04-18
ORD040036,PAYM457190,yes,no,2023-08-12
ORD026211,PAYM923498,no,yes,2023-10-15
ORD016953,PAYM490445,no,yes,2023-06-22
ORD051311,PAYM759315,yes,no,2023-09-20
ORD072876,PAYM650771,no,yes,2023-07-27
ORD067208,PAYM722292,no,yes,2023-01-10
ORD027998,PAYM782507,yes,no,2023-08-10
ORD012889,PAYM376379,yes,no,2023-09-11
ORD050692,PAYM925604,no,yes,2023-04-29
ORD030320,PAYM885495,yes,no,2023-03-19
ORD039580,PAYM348760,no,yes,2023-07-30
ORD030930,PAYM452284,yes,no,2023-10-23
ORD006431,PAYM268390,no,yes,2023-02-13
ORD020131,PAYM326391,yes,no,2023-09-05
ORD044557,PAYM679183,yes,no,2023-02-13
ORD055229,PAYM714764,no,yes,2023-06-06
ORD068625,PAYM484714,no,yes,2023-05-15
ORD038031,PAYM976754,no,yes,2023-07-26
ORD016737,PAYM891500,no,yes,2023-01-13
ORD010877,PAYM972774,yes,no,2023-05-21
ORD058132,PAYM468007,yes,no,2023-04-14
ORD060890,PAYM180216,no,yes,2023-12-02
ORD056508,PAYM775096,yes,no,2023-08-19
ORD073134,PAYM773255,no,yes,2023-08-28
ORD028280,PAYM553740,yes,no,2023-11-04
ORD044632,PAYM741013,yes,no,2023-02-27
ORD048788,PAYM596461,no,yes,2023-10-03
ORD005409,PAYM274652,no,yes,2023-09-19
ORD036312,PAYM277493,yes,no,2023-04-01
ORD037251,PAYM986550,yes,no,2023-12-29
ORD005122,PAYM410815,yes,no,2023-06-26
ORD068870,PAYM970877,no,yes,2023-07-26
ORD062806,PAYM575458,no,yes,2023-07-27
ORD005748,PAYM268538,yes,no,2023-05-25
ORD007224,PAYM843469,yes,no,2023-11-26
ORD076559,PAYM844814,yes,no,2023-04-16
ORD016328,PAYM514475,yes,no,2023-07-01
ORD021013,PAYM141354,no,yes,2023-02-20
ORD068101,PAYM476863,yes,no,2023-05-14
ORD076924,PAYM308156,yes,no,2023-04-24
ORD016200,PAYM335831,no,yes,2023-08-25
ORD071311,PAYM110854,no,yes,2023-01-26
ORD017906,PAYM540543,yes,no,2023-12-27
ORD049080,PAYM298717,yes,no,2023-04-29
ORD081372,PAYM395080,yes,no,2023-12-18
ORD033978,PAYM999429,yes,no,2023-09-24
ORD054487,PAYM131693,no,yes,2023-05-22
ORD079517,PAYM999981,yes,no,2023-10-10
ORD022664,PAYM474578,no,yes,2023-08-17
ORD081453,PAYM249102,no,yes,2023-10-04
ORD057809,PAYM101524,no,yes,2023-02-25
ORD044118,PAYM548013,no,yes,2023-04-20
ORD078138,PAYM533666,no,yes,2023-01-01
ORD077581,PAYM709680,no,yes,2023-09-29
ORD035885,PAYM336509,yes,no,2023-02-20
ORD012622,PAYM953110,no,yes,2023-09-26
ORD075108,PAYM182215,yes,no,2024-01-02
ORD021506,PAYM942126,no,yes,2023-05-04
ORD045480,PAYM311910,no,yes,2023-01-25
ORD003060,PAYM582639,yes,no,2023-08-03
ORD048649,PAYM269861,yes,no,2023-11-29
ORD035636,PAYM850390,yes,no,2023-09-19
ORD024455,PAYM841777,yes,no,2023-06-10
ORD062882,PAYM456135,no,yes,2023-06-07
ORD047628,PAYM744647,yes,no,2023-12-14
ORD062873,PAYM823788,no,yes,2023-10-08
ORD048723,PAYM484054,yes,no,2023-11-26
ORD001230,PAYM953598,yes,no,2023-05-10
ORD017112,PAYM934029,yes,no,2023-07-05
ORD081969,PAYM185543,yes,no,2023-07-02
ORD053205,PAYM664734,yes,no,2023-09-29
ORD029262,PAYM758491,yes,no,2023-07-20
ORD044929,PAYM422274,yes,no,2023-03-29
ORD034515,PAYM465436,yes,no,2023-11-27
ORD043969,PAYM682207,yes,no,2023-03-29
ORD019706,PAYM244566,yes,no,2023-12-26
ORD026512,PAYM974198,yes,no,2023-07-09
ORD059100,PAYM315728,no,yes,2023-12-11
ORD059436,PAYM279442,no,yes,2023-09-28
ORD046204,PAYM437998,no,yes,2023-10-04
ORD011504,PAYM210284,no,yes,2023-08-25
ORD032932,PAYM852952,no,yes,2023-07-31
ORD016515,PAYM998643,no,yes,2023-05-24
ORD036778,PAYM551631,no,yes,2023-03-21
ORD038819,PAYM294951,yes,no,2023-04-11
ORD073479,PAYM161160,yes,no,2023-09-09
ORD055267,PAYM458496,yes,no,2023-07-30
ORD080053,PAYM826394,yes,no,2023-09-01
ORD001193,PAYM625925,yes,no,2023-07-14
ORD022132,PAYM431913,yes,no,2023-04-15
ORD041312,PAYM220401,no,yes,2023-10-12
ORD076304,PAYM811755,no,yes,2023-01-28
ORD055654,PAYM392640,no,yes,2023-03-10
ORD073751,PAYM790134,yes,no,2023-08-11
ORD020990,PAYM592364,no,yes,2023-02-09
ORD042904,PAYM643231,yes,no,2023-12-09
ORD003703,PAYM687518,yes,no,2023-03-14
ORD034802,PAYM948615,yes,no,2023-09-10
ORD002031,PAYM327238,yes,no,2023-03-13
ORD079772,PAYM752450,yes,no,2023-07-14
ORD073215,PAYM822806,no,yes,2023-01-26
ORD044258,PAYM788056,no,yes,2023-11-20
ORD047713,PAYM472711,yes,no,2023-01-17
ORD003448,PAYM318198,no,yes,2023-03-21
ORD072699,PAYM763012,no,yes,2023-06-24
ORD025528,PAYM872452,yes,no,2023-02-27
ORD004200,PAYM336828,no,yes,2023-11-16
ORD005064,PAYM346658,yes,no,2023-05-20
ORD060922,PAYM249370,yes,no,2023-12-05
ORD051965,PAYM416376,no,yes,2023-03-12
ORD081807,PAYM444326,no,yes,2023-12-22
ORD064835,PAYM143359,yes,no,2023-05-06
ORD063504,PAYM502077,yes,no,2023-09-27
ORD029734,PAYM186750,yes,no,2023-08-21
ORD029004,PAYM197668,yes,no,2023-07-17
ORD003448,PAYM175746,yes,no,2023-08-16
ORD047666,PAYM835767,yes,no,2023-09-20
ORD044194,PAYM401970,yes,no,2023-06-04
ORD043727,PAYM662189,yes,no,2023-05-27
ORD053749,PAYM969073,no,yes,2023-01-22
ORD064132,PAYM714065,no,yes,2023-12-19
ORD034216,PAYM321355,no,yes,2023-09-23
ORD062901,PAYM725306,no,yes,2023-07-27
ORD008388,PAYM746893,yes,no,2023-01-12
ORD058863,PAYM891530,yes,no,2023-06-05
ORD032423,PAYM126050,no,yes,2023-01-22
ORD080425,PAYM361686,yes,no,2023-07-14
ORD034755,PAYM639248,yes,no,2023-02-13
ORD026633,PAYM348548,yes,no,2023-02-15
ORD040941,PAYM181417,yes,no,2023-08-22
ORD014529,PAYM516930,yes,no,2023-12-10
ORD082958,PAYM628558,no,yes,2023-01-12
ORD066641,PAYM801827,yes,no,2023-03-15
ORD035339,PAYM202675,yes,no,2023-01-31
ORD026961,PAYM989938,yes,no,2023-06-04
ORD080848,PAYM788555,yes,no,2023-09-13
ORD022022,PAYM212827,no,yes,2023-12-13
ORD039691,PAYM914438,yes,no,2023-07-13
ORD061553,PAYM841398,no,yes,2023-07-12
ORD041057,PAYM359218,yes,no,2023-03-02
ORD054536,PAYM616584,yes,no,2023-12-20
ORD050863,PAYM525836,no,yes,2023-06-28
ORD040142,PAYM141455,yes,no,2024-01-01
ORD063957,PAYM498177,yes,no,2023-07-11
ORD072868,PAYM855942,yes,no,2023-09-03
ORD026272,PAYM179620,no,yes,2023-06-22
ORD027472,PAYM598867,no,yes,2023-12-26
ORD031121,PAYM300822,no,yes,2023-12-19
ORD025551,PAYM877576,yes,no,2023-08-08
ORD080221,PAYM716881,no,yes,2023-05-14
ORD019770,PAYM553823,yes,no,2023-10-25
ORD063989,PAYM295496,yes,no,2023-02-05
ORD055336,PAYM353375,no,yes,2023-03-29
ORD010068,PAYM338462,yes,no,2023-03-23
ORD049198,PAYM465171,no,yes,2023-05-06
ORD082838,PAYM264140,yes,no,2023-06-15
ORD044209,PAYM735643,yes,no,2023-03-25
ORD020865,PAYM583267,yes,no,2023-07-18
ORD005997,PAYM805222,yes,no,2023-05-06
ORD019421,PAYM313997,no,yes,2023-11-04
ORD013059,PAYM912851,yes,no,2023-06-07
ORD029795,PAYM260192,no,yes,2023-08-07
ORD036596,PAYM105535,no,yes,2023-07-10
ORD024302,PAYM445308,yes,no,2023-01-22
ORD014691,PAYM477249,yes,no,2023-06-10
ORD034943,PAYM462499,yes,no,2023-07-13
ORD078731,PAYM190686,no,yes,2023-10-22
ORD060804,PAYM439719,no,yes,2023-07-02
ORD073151,PAYM280647,no,yes,2023-02-08
ORD083202,PAYM331080,no,yes,2023-07-18
ORD004899,PAYM941697,yes,no,2023-03-17
ORD020881,PAYM634110,yes,no,2023-11-15
ORD061330,PAYM193305,no,yes,2023-05-05
ORD000041,PAYM931774,yes,no,2023-11-28
ORD029309,PAYM977863,no,yes,2023-09-09
ORD077131,PAYM310071,no,yes,2023-12-10
ORD011858,PAYM985558,no,yes,2023-06-04
ORD011555,PAYM678962,yes,no,2023-04-26
ORD027962,PAYM459912,yes,no,2023-02-12
ORD015963,PAYM411469,yes,no,2023-04-18
ORD073693,PAYM362160,yes,no,2023-11-21
ORD072611,PAYM723964,no,yes,2023-05-31
ORD070153,PAYM515113,no,yes,2023-06-13
ORD080468,PAYM262733,no,yes,2023-05-27
ORD029335,PAYM142437,yes,no,2023-01-29
ORD080002,PAYM476510,no,yes,2023-07-25
ORD079997,PAYM447386,yes,no,2023-09-10
ORD029407,PAYM234608,yes,no,2023-11-30
ORD079810,PAYM607001,yes,no,2023-09-15
ORD073977,PAYM835760,yes,no,2023-08-02
ORD049215,PAYM240384,yes,no,2024-01-01
ORD007319,PAYM806673,no,yes,2023-08-21
ORD046819,PAYM378994,no,yes,2023-07-05
ORD041592,PAYM612790,no,yes,2023-06-26
ORD024006,PAYM184069,no,yes,2023-04-12
ORD030887,PAYM891608,no,yes,2023-06-13
ORD041158,PAYM686941,no,yes,2023-07-22
ORD051170,PAYM803157,no,yes,2023-01-06
ORD029031,PAYM622154,yes,no,2023-05-17
ORD001763,PAYM551068,no,yes,2023-03-29
ORD011104,PAYM469024,no,yes,2023-03-06
ORD040892,PAYM839153,yes,no,2023-01-10
ORD034467,PAYM408884,no,yes,2023-09-25
ORD006634,PAYM204004,no,yes,2023-09-09
ORD023084,PAYM356953,no,yes,2023-08-28
ORD018089,PAYM202924,no,yes,2023-06-10
ORD033776,PAYM492896,no,yes,2023-01-02
ORD065247,PAYM899697,no,yes,2023-12-10
ORD022043,PAYM182301,no,yes,2023-02-12
ORD036164,PAYM426410,yes,no,2023-08-13
ORD003103,PAYM978718,yes,no,2023-09-06
ORD039689,PAYM873320,no,yes,2023-06-13
ORD009485,PAYM217884,no,yes,2023-03-29
ORD019708,PAYM865642,yes,no,2023-09-12
ORD049928,PAYM216572,no,yes,2023-03-01
ORD026432,PAYM891737,no,yes,2023-12-20
ORD030264,PAYM946993,yes,no,2023-09-29
ORD028293,PAYM622281,yes,no,2023-04-09
ORD012275,PAYM489398,no,yes,2023-10-04
ORD054119,PAYM292722,no,yes,2023-02-05
ORD072993,PAYM758974,no,yes,2023-04-25
ORD019645,PAYM631688,no,yes,2023-06-20
ORD015695,PAYM241609,yes,no,2023-07-24
ORD067142,PAYM467707,no,yes,2023-11-22
ORD030957,PAYM707371,no,yes,2023-02-23
ORD028685,PAYM414775,yes,no,2023-01-06
ORD016961,PAYM370513,yes,no,2023-08-26
ORD060108,PAYM871871,no,yes,2023-07-25
ORD040061,PAYM313849,no,yes,2023-03-21
ORD052982,PAYM510595,no,yes,2023-05-26
ORD059597,PAYM996790,no,yes,2023-11-24
ORD034671,PAYM139651,no,yes,2023-12-25
ORD051934,PAYM666256,no,yes,2023-02-08
ORD007122,PAYM511372,yes,no,2023-12-11
ORD001364,PAYM621297,yes,no,2023-12-04
ORD059695,PAYM188672,yes,no,2023-10-15
ORD041800,PAYM565237,no,yes,2023-09-18
ORD047807,PAYM781754,no,yes,2023-10-24
ORD033982,PAYM792510,yes,no,2023-06-30
ORD035555,PAYM136913,yes,no,2023-03-14
ORD052117,PAYM115339,no,yes,2023-05-17
ORD083278,PAYM134962,no,yes,2023-06-28
ORD077191,PAYM837371,no,yes,2023-12-09
ORD060745,PAYM471473,no,yes,2023-01-02
ORD060809,PAYM849491,no,yes,2023-05-22
ORD067641,PAYM607421,no,yes,2023-01-26
ORD000589,PAYM754407,yes,no,2023-04-01
ORD068686,PAYM507381,yes,no,2023-08-30
ORD064337,PAYM693841,yes,no,2023-09-06
ORD069886,PAYM100963,yes,no,2023-04-25
ORD013290,PAYM480243,yes,no,2023-08-04
ORD025815,PAYM283540,no,yes,2023-01-09
ORD006492,PAYM993352,yes,no,2023-07-30
ORD034598,PAYM556144,no,yes,2023-10-05
ORD049112,PAYM529473,yes,no,2023-07-17
